Basis Size,Energy,MV,drach_MV,OO,SO1,SO2,1/r^2_1,1/r^2_12,1/r^2_2,1/r^2_23,1/r_1,1/r_12,1/r_2,1/r_23,r_1,r_12,r_2,r_23,r^2_1,r^2_12,delta(r_1),delta(r_12),delta(r_2),delta(r_23),drach_delta(r_1),drach_delta(r_12),drach_delta(r_2),drach_delta(r_23),prval(r_1),prval(r_12),prval(r_2),prval(r_23)
200,-1678.64883464442,-16955.9350378781,,-0.0425102090458506,,,228016.037134704,97.7499003068775,98.0618904255806,,413.535920629282,6.99837205613063,7.00108452865216,,0.0030227134199334,0.21428947043142,0.214263250421469,,1.09641613057037e-05,0.0612238289366454,0,104.206864767512,109.839169473497,,6.16674018415678,104.151604321598,109.898429503554,,188585750.824973,-3261.98770607349,-3663.05490826824,
400,-1678.6488349988,-16956.6951392989,,-0.0425237057412689,,,228016.037524482,97.7497635250347,98.0619174784418,,413.535920639603,6.99837207465842,7.00108461614529,,0.0030227134200289,0.214289467148399,0.214263246339042,,1.09641613004294e-05,0.0612238220106368,0,104.155767331946,109.893136843726,,0.110888957743119,104.151620895959,109.898472769705,,188585789.34281,-3256.7128919461,-3670.01071913274,
600,-1678.64883500498,-16956.6962574136,,-0.0425239523669745,,,228016.037529167,97.7497627294189,98.0619178415083,,413.535920641854,6.99837207618656,7.00108461869964,,0.00302271342001385,0.214289467080823,0.214263246266926,,1.0964161300294e-05,0.0612238219590491,0,104.153706004534,109.893555141819,,0.07145604669107,104.151620998887,109.898473314149,,188585789.595025,-3256.44733272407,-3670.06207370002,
800,-1678.64883500541,-16956.7293978673,,-0.0425238966924591,,,228016.037530008,97.7497624699267,98.061918000104,,413.535920641958,6.99837207623891,7.00108461888793,,0.00302271342001265,0.214289467075549,0.214263246264421,,1.09641613002771e-05,0.0612238219564377,0,104.152511730734,109.896120892788,,0.0102730474073536,104.151621063262,109.89847354896,,188585789.980509,-3256.27985114667,-3670.45844661383,
1000,-1678.64883500549,-16956.7375917419,,-0.0425238985781351,,,228016.037530138,97.7497624186282,98.06191803687,,413.535920641985,6.99837207623407,7.00108461891118,,0.00302271342001255,0.214289467075442,0.214263246264282,,1.09641613002763e-05,0.0612238219565351,0,104.152351248106,109.896797194943,,0.00838466274834062,104.151621107748,109.898473600477,,188585789.992517,-3256.25847793278,-3670.56474306471,
1200,-1678.6488350055,-16956.7478893251,,-0.0425238981915806,,,228016.037530199,97.7497624179339,98.06191804727,,413.535920641989,6.99837207623402,7.0010846189142,,0.00302271342001256,0.214289467075419,0.214263246264293,,1.09641613002764e-05,0.0612238219565554,0,104.152444726964,109.897621729047,,0.00171017227683891,104.151621126274,109.898473616197,,188585790.034531,-3256.27228442656,-3670.70460140803,
