Basis Size,Energy,MV,drach_MV,OO,SO1,SO2,1/r^2_1,1/r^2_12,1/r^2_2,1/r^2_23,1/r_1,1/r_12,1/r_2,1/r_23,r_1,r_12,r_2,r_23,r^2_1,r^2_12,delta(r_1),delta(r_12),delta(r_2),delta(r_23),drach_delta(r_1),drach_delta(r_12),drach_delta(r_2),drach_delta(r_23),prval(r_1),prval(r_12),prval(r_2),prval(r_23)
200,-754.507927249991,-3824.93913148478,,-58.2671181792639,,,39966.196590474,97.1202675318009,98.2241491846492,,182.496765119282,6.99252618144753,7.00428239733576,,0.00639282702683022,0.214313632800723,0.214198205385529,,4.67067113281278e-05,0.0612272409385215,-4.83850749063924e-29,98.9174909911776,110.712098013618,,0.0351907173269309,98.8949134420784,110.775180939276,,10940611.7959736,-2962.49122749236,-3709.94643327666,
400,-754.507927452614,-3825.62005922417,,-58.2671179573179,,,39966.1966331204,97.1202329511394,98.2241725819234,,182.496765177935,6.99252617776225,7.00428245579557,,0.00639282702411654,0.214313630273922,0.214198203362576,,4.67067112647478e-05,0.0612272387549422,4.69488288944872e-30,98.8995085225096,110.764304105148,,0.0011124423657685,98.8949138940695,110.775218292279,,10940611.916279,-2960.50975430357,-3716.55863865548,
600,-754.507927455834,-3825.71304670629,,-58.2671178867686,,,39966.1966342288,97.1202321134423,98.2241732235371,,182.496765179071,6.99252617836613,7.00428245706153,,0.00639282702410294,0.214313630203343,0.214198203323091,,4.670671126469e-05,0.061227238690614,4.63795383086332e-29,98.8976848250423,110.7715823032,,0.000136431275243862,98.8949142027217,110.775219251556,,10940611.919727,-2960.27985102646,-3717.62818993086,
800,-754.507927456099,-3825.7355111498,,-58.2671178814966,,,39966.1966343128,97.120231809477,98.2241733169446,,182.49676517916,6.99252617843906,7.00428245715267,,0.00639282702410113,0.214313630201588,0.214198203321177,,4.67067112646573e-05,0.061227238689788,1.10915619150145e-29,98.8963065250266,110.773205091808,,4.63867588986182e-05,98.8949143279342,110.775219414048,,10940611.9200385,-2960.09558786031,-3717.88362818371,
1000,-754.507927456164,-3825.74611463742,,-58.2671178798954,,,39966.1966343224,97.1202317396796,98.2241733398427,,182.496765179165,6.99252617843691,7.00428245717646,,0.00639282702410117,0.214313630201401,0.214198203321127,,4.67067112646578e-05,0.0612272386901577,-5.90659759275471e-29,98.8957692182894,110.773987685206,,9.5121554111572e-06,98.8949143397925,110.775219452081,,10940611.9201575,-2960.01902913018,-3718.01137597684,
1200,-754.507927456174,-3825.74691648285,,-58.2671178802597,,,39966.1966343245,97.1202317245477,98.2241733456404,,182.496765179167,6.99252617843313,7.00428245717905,,0.00639282702410114,0.214313630201201,0.214198203321009,,4.67067112646573e-05,0.0612272386898701,4.93682106562249e-28,98.8956333846077,110.774057952667,,1.05815814341314e-05,98.8949143561541,110.775219461269,,10940611.9201547,-2959.99955904136,-3718.02176243429,
