Basis Size,Energy,MV,drach_MV,OO,SO1,SO2,1/r^2_1,1/r^2_12,1/r^2_2,1/r^2_23,1/r_1,1/r_12,1/r_2,1/r_23,r_1,r_12,r_2,r_23,r^2_1,r^2_12,delta(r_1),delta(r_12),delta(r_2),delta(r_23),drach_delta(r_1),drach_delta(r_12),drach_delta(r_2),drach_delta(r_23),prval(r_1),prval(r_12),prval(r_2),prval(r_23)
500,-6614.76118627406,-517198.308115712,,-5884.97018100747,,,5395580.29624666,90.5462602210738,90.5817339117304,27.8610169114798,1642.49509189725,6.68721868964898,6.68745626659026,4.06323906600792,0.000913244769917282,0.22650044019174,0.226497986656749,0.334845727434502,1.11202139263709e-06,0.0689091857600321,1410288566.01456,97.7924336820375,99.2492412411705,10.2553213507566,1410465258.01984,97.7399732638808,99.3395767887602,10.2469183033532,-143478570260.9,-3161.0195321901,-3281.66292788114,-144.387514793622
1000,-6614.76119478683,-517241.919591613,,-5884.97043595309,,,5395580.4025965,90.5461699989398,90.5818422692887,27.86090264426,1642.49509337064,6.68721972265263,6.68745736327369,4.06323718871021,0.000913244769553591,0.22650038027431,0.226497926742657,0.334845549096224,1.11202139139178e-06,0.0689091138295247,1410415398.18307,97.7579423641525,99.3167572732422,10.2507119131529,1410465292.39678,97.740085799968,99.3397295003904,10.2469293328529,-143505373512.385,-3157.6295059956,-3289.68494473926,-144.013724325798
1500,-6614.76119546351,-517236.578233463,,-5884.97048240982,,,5395580.4159134,90.546159237802,90.5818529140716,27.8608805834027,1642.4950935516,6.68721976177564,6.68745741077994,4.06323662989475,0.000913244769526245,0.22650038039582,0.226497926873448,0.33484559135713,1.11202139140739e-06,0.068909113244268,1410411940.94405,97.7489721412138,99.3249916468176,10.2484268185827,1410465296.61789,97.7401014495933,99.339744703675,10.2469311460525,-143504448592.976,-3156.63756505752,-3290.7163978675,-143.799314048083
2000,-6614.7611956095,-517245.888734801,,-5884.97049687744,,,5395580.42251444,90.5461570602469,90.5818556367182,27.8608771910784,1642.49509358066,6.68721976069086,6.68745741140302,4.06323655622546,0.000913244769515014,0.226500381475707,0.226497927949691,0.334845595778458,1.11202139134989e-06,0.0689091144712751,1410443199.35186,97.7450058791052,99.3264088208195,10.2479517005759,1410465298.81372,97.7401055400353,99.3397486720821,10.2469315715005,-143511455345.071,-3156.15790480503,-3290.87255937618,-143.750530329599
2500,-6614.76119564478,-517249.416140078,,-5884.97049927793,,,5395580.4234689,90.5461557161609,90.5818567568852,27.8608757534094,1642.49509358927,6.68721976313063,6.68745741433157,4.06323653965956,0.000913244769511454,0.226500381529901,0.226497928003336,0.334845596586561,1.11202139133369e-06,0.0689091146204152,1410454233.13639,97.7439035529847,99.3322931934827,10.2476045736667,1410465299.12809,97.7401064662849,99.3397503859921,10.2469316871554,-143514069203.79,-3156.03409716976,-3291.69217084846,-143.714052967732
3000,-6614.76119565451,-517250.154586946,,-5884.97049978599,,,5395580.42400006,90.5461551457829,90.5818572138704,27.8608751071599,1642.49509359101,6.68721976344704,6.68745741482071,4.06323653560586,0.000913244769510361,0.226500381575564,0.226497928048233,0.334845596606093,1.11202139132612e-06,0.0689091146962758,1410456404.46639,97.7423373581527,99.3359173594745,10.2474744644096,1410465299.30261,97.7401068266734,99.3397510849283,10.2469317340837,-143514565967.937,-3155.8315708282,-3292.22727674519,-143.700891043263
3500,-6614.76119565812,-517250.192955185,,-5884.97049999866,,,5395580.42413487,90.5461548501233,90.5818572800447,27.8608748403721,1642.49509359181,6.68721976363729,6.68745741509746,4.06323653399232,0.000913244769510079,0.226500381574586,0.226497928047635,0.334845596592627,1.11202139132461e-06,0.0689091147071743,1410456561.51283,97.7420502562666,99.3359580331593,10.2472853724883,1410465299.34683,97.740106851315,99.3397511951493,10.2469317635186,-143514599354.915,-3155.7971502157,-3292.232880526,-143.678971885109
4000,-6614.76119565979,-517250.000696033,,-5884.97050029551,,,5395580.42423732,90.5461548136675,90.5818573522082,27.8608747864482,1642.49509359213,6.68721976359816,6.68745741514299,4.06323653319894,0.000913244769510045,0.226500381578558,0.226497928051649,0.334845596633779,1.11202139132447e-06,0.0689091147144732,1410456649.70055,97.7420371823466,99.3375004049686,10.2472841460735,1410465299.38008,97.74010700141,99.3397513075939,10.246931771584,-143514608618.231,-3155.79552680833,-3292.47415952569,-143.678864075467
4500,-6614.76119566061,-517252.20893853,,-5884.97050047074,,,5395580.42435124,90.5461547481292,90.5818573760956,27.860874738074,1642.49509359221,6.68721976366521,6.68745741522165,4.06323653289408,0.000913244769510161,0.226500381575558,0.226497928048689,0.334845596611428,1.11202139132489e-06,0.0689091147113362,1410462701.3785,97.7418248437418,99.3378046979136,10.2472809492602,1410465299.41865,97.7401070281768,99.3397513431896,10.2469317734173,-143516131887.178,-3155.76610441295,-3292.52173512005,-143.678610878806
5000,-6614.76119566101,-517252.198769663,,-5884.97050049672,,,5395580.42436431,90.5461547325345,90.581857391668,27.8608747145246,1642.4950935923,6.68721976368509,6.68745741525531,4.06323653264536,0.000913244769510182,0.226500381574666,0.226497928047772,0.334845596633539,1.11202139132508e-06,0.0689091147097585,1410462696.12957,97.7418557828422,99.3378323640571,10.2472734809456,1410465299.42283,97.7401070345534,99.3397513668999,10.2469317737967,-143516130293.436,-3155.77084816345,-3292.52515243136,-143.677764091696
