Basis Size,Energy,MV,drach_MV,OO,SO1,SO2,1/r^2_1,1/r^2_12,1/r^2_2,1/r^2_23,1/r_1,1/r_12,1/r_2,1/r_23,r_1,r_12,r_2,r_23,r^2_1,r^2_12,delta(r_1),delta(r_12),delta(r_2),delta(r_23),drach_delta(r_1),drach_delta(r_12),drach_delta(r_2),drach_delta(r_23),prval(r_1),prval(r_12),prval(r_2),prval(r_23)
500,-6621.1972712113,-516987.388228284,,-5884.95610432413,,,5395564.49820381,48.3703674929035,48.3877395617892,6.04387953329606,1642.49454187746,3.9845745784128,3.98470028499834,1.52124539158999,0.000913244982067019,0.661649444911646,0.661647983504233,1.09760392954034,1.11202199574266e-06,0.738655821214781,1408876909.81032,51.9035570701598,52.3723914723873,1.92104098920329,1410460298.97903,51.9215044327347,52.7693155222655,1.90057688807316,-143218990919.897,-1677.49163702965,-1712.39981618485,-26.5930212922123
1000,-6621.20092101506,-517211.937214869,,-5884.96983951869,,,5395574.53081551,48.3671542935612,48.3853140352568,6.03838193938672,1642.49492155082,3.9843895764217,3.98451548221409,1.52067103985465,0.000913244824974276,0.661996941137045,0.661995479999008,1.09871831427036,1.11202158363284e-06,0.740539474674326,1409632355.91046,51.9397850223234,52.5743760032633,1.90877835362165,1410463439.42375,51.9160751460115,52.7651436055754,1.90067834686457,-143354513044.088,-1680.22705770691,-1730.70570168006,-26.0293614701607
1500,-6621.20164439386,-517353.908509802,,-5884.97156790793,,,5395577.39358512,48.3665338372898,48.384901983366,6.0378148501506,1642.49500247473,3.98441158320395,3.9845375537941,1.52065003115724,0.00091324480278913,0.661958633337788,0.661957172065917,1.09875581465951,1.11202152329413e-06,0.740537490171105,1410086360.41966,51.9525313524091,52.6611483639595,1.90771685100149,1410464343.90609,51.9147016477222,52.7641040931701,1.90070651782512,-143440924915.178,-1681.27296026966,-1739.40833820532,-25.9845880077476
2000,-6621.20194952038,-517360.424075896,,-5884.97329734927,,,5395578.76404993,48.3663714052529,48.384783541529,6.03737067215927,1642.49504121377,3.98440588395935,3.98453188258037,1.52061319374064,0.000913244787181337,0.661959689510669,0.661958228260713,1.09882251096418,1.11202144577229e-06,0.740575124892372,1410121331.35697,51.9696852446318,52.6745064852358,1.90543150204152,1410464776.12394,51.9142307906812,52.7637680349405,1.900722928252,-143446564466.999,-1682.72073492206,-1740.33415923085,-25.8507051650065
2500,-6621.20209561515,-517367.723077266,,-5884.97393809268,,,5395579.40280205,48.3662848324765,48.3847981537523,6.03718396267503,1642.49505965513,3.98440366244631,3.98452968201569,1.52059472067731,0.000913244782872578,0.661965676213388,0.661964214962755,1.09885983498792,1.11202143170896e-06,0.740617720981497,1410153876.89194,51.9673966858378,52.6984447905648,1.90448015326137,1410464976.35437,51.9140620077275,52.7637085267248,1.90072667281158,-143452370720.036,-1682.48308505893,-1742.65524620975,-25.7923423650394
3000,-6621.2021674835,-517419.980780623,,-5884.97485365995,,,5395579.839483,48.3659157965329,48.3847472776535,6.0370620193577,1642.49506996252,3.98440418134322,3.98453035109786,1.52058789378959,0.000913244780738843,0.661964722130132,0.661963260869284,1.09886867671593,1.11202142632698e-06,0.740623649747997,1410323047.45496,51.9318209904847,52.6928240734844,1.90280102591786,1410465116.4604,51.9139910694296,52.7635848903463,1.90073691377591,-143486383253.011,-1679.38189326293,-1741.99037321026,-25.672073679043
3500,-6621.20220529332,-517421.808523511,,-5884.97510285714,,,5395580.00800118,48.3658877961243,48.3847517728526,6.0370060099814,1642.49507641907,3.98440293595441,3.98452912445959,1.52058294915449,0.000913244777820301,0.661964468994596,0.66196300772226,1.09887444239394,1.1120214167894e-06,0.740626997347928,1410325556.46459,51.9355842796113,52.7286227523584,1.90278350920868,1410465168.67887,51.913945654584,52.7635800222791,1.90073954767869,-143486777433.116,-1679.72870436344,-1746.05770676488,-25.6757207914798
4000,-6621.2022274768,-517421.088844892,,-5884.97526437673,,,5395580.10889968,48.3658558799397,48.3847359647371,6.03696306192406,1642.49507949956,3.98440259830084,3.98452879107897,1.52058026266874,0.000913244776833752,0.661963833519255,0.661962372266328,1.09887738845594,1.11202141302672e-06,0.740626599336628,1410328599.02049,51.9350221903454,52.7305209015125,1.90217564471378,1410465200.119,51.9139005719929,52.7635451917381,1.90074184601709,-143487267686.221,-1679.67907977183,-1746.22835500452,-25.629277580982
4500,-6621.20224113175,-517420.546718363,,-5884.97541326294,,,5395580.16980596,48.3658378830407,48.3847336151544,6.03694337406534,1642.49508135653,3.9844025167485,3.98452871681998,1.52057872433275,0.000913244776726899,0.661963684111695,0.661962222851762,1.09887972948939,1.11202141265188e-06,0.7406284057658,1410329605.81873,51.9348398283173,52.7329756718408,1.90211327954204,1410465218.9898,51.9138844713263,52.7635346845646,1.90074340615292,-143487418950.245,-1679.66031432982,-1746.4537995249,-25.6266779261121
5000,-6621.20224960108,-517423.638555722,,-5884.97552029348,,,5395580.23672891,48.3658288262682,48.3847324374246,6.03692834733484,1642.49508260363,3.98440248558675,3.98452868812282,1.52057754398628,0.000913244776634304,0.661963865877599,0.661962404620165,1.09888204586284,1.11202141299987e-06,0.740630965520368,1410343683.93879,51.9347163392266,52.734640329109,1.90201009312811,1410465240.47491,51.9138699074219,52.7635266247175,1.90074491977706,-143490109201.135,-1679.65074169706,-1746.61027271044,-25.6194946514613
