Basis Size,Energy,MV,drach_MV,OO,1/r^2_1,1/r^2_12,1/r_1,1/r_12,r_1,r_12,r^2_1,r^2_12,delta(r_1),delta(r_12),drach_delta(r_1),drach_delta(r_12),prval(r_1),prval(r_12),SO1,SO2
30000,5.555151005864899e-09,0.002305983719793403,7.041139986085909e-05,1.1472637206910719e-07,1.1961232715407277e-07,1.2920377656655546e-08,1.6424968052319853e-09,4.108904883004527e-09,3.63668879455048e-08,7.889854103382275e-08,4.834609113046896e-07,1.0212513394947107e-06,0.0001112933219147294,7.138236779946627e-06,9.142333468048493e-08,9.69492924829396e-09,0.01384626101747699,0.0008753823837159835,5.816125331348232e-08,2.561260900035833e-07
