Basis Size,Energy,MV,drach_MV,OO,1/r^2_1,1/r^2_12,1/r_1,1/r_12,r_1,r_12,r^2_1,r^2_12,delta(r_1),delta(r_12),drach_delta(r_1),drach_delta(r_12),prval(r_1),prval(r_12),SO1,SO2
30000,1.2212240108055992e-09,0.00022818149562908727,0.00010988549934154435,1.0291017482622067e-08,7.416051772679566e-09,1.169462593431092e-08,7.391198764139517e-11,5.102755995523012e-10,1.986272035736647e-09,6.574000011028146e-09,2.33757875278684e-08,6.429042187505729e-08,9.487297743859811e-06,1.1012382760799964e-05,4.414767218463567e-09,1.452149511749212e-09,0.001184938710878214,0.0013067679415459388,0.0,0.0
