Basis Size,Energy,MV,drach_MV,OO,1/r^2_1,1/r^2_12,1/r_1,1/r_12,r_1,r_12,r^2_1,r^2_12,delta(r_1),delta(r_12),drach_delta(r_1),drach_delta(r_12),prval(r_1),prval(r_12),SO1,SO2
30000,4.5e-15,0.0001706890326289567,3.525778993207496e-07,9.058370720183007e-11,1.0606093781007075e-10,2.776179286456681e-11,5.131450819817475e-13,1.894262524615442e-12,9.63984447821531e-12,4.3697045981616605e-11,1.5458478941354767e-10,6.851639255955888e-10,1.0623365389150761e-05,8.40671185164954e-08,4.980194034942542e-11,4.5425052608294444e-12,0.0018893664352646051,1.183342419600053e-05,0.0,0.0
