Basis Size,Energy,MV,drach_MV,OO,1/r^2_1,1/r^2_12,1/r_1,1/r_12,r_1,r_12,r^2_1,r^2_12,delta(r_1),delta(r_12),drach_delta(r_1),drach_delta(r_12),prval(r_1),prval(r_12),SO1,SO2
30000,6.329230473056668e-10,8.046711610631972e-05,1.0559546126387433e-07,2.9665487177865657e-08,5.7251803298186124e-09,1.13497300446852e-09,4.863691671630477e-10,4.3313030939629016e-10,1.3155202260861643e-08,2.0763020636138666e-08,2.180878304613998e-07,3.7984506917609917e-07,6.158991473270703e-06,1.2597867310448763e-07,3.4148808225609165e-09,4.012770116190722e-10,0.0007723994193611362,1.2286848497966572e-05,0.0,0.0
