Basis Size,Energy,MV,drach_MV,OO,1/r^2_1,1/r^2_12,1/r_1,1/r_12,r_1,r_12,r^2_1,r^2_12,delta(r_1),delta(r_12),drach_delta(r_1),drach_delta(r_12),prval(r_1),prval(r_12),SO1,SO2
30000,5e-13,7.659793077152699e-05,1.305253633177017e-06,5.240562983566122e-10,1.5467627179077678e-10,7.016232039802617e-11,3.0855318300382355e-12,8.338441048749699e-12,8.011524776918577e-11,3.5113822960397556e-10,1.5016734522532715e-09,6.7896444022608185e-09,5.4683555710255405e-06,2.9784699270840603e-07,6.721467826764638e-11,1.3920697927716219e-11,0.0009112381738560771,4.195331776810085e-05,8.663538983433305e-10,2.4221490993459045e-09
