Basis Size,Energy,MV,drach_MV,OO,1/r^2_1,1/r^2_12,1/r_1,1/r_12,r_1,r_12,r^2_1,r^2_12,delta(r_1),delta(r_12),drach_delta(r_1),drach_delta(r_12),prval(r_1),prval(r_12),SO1,SO2
30000,1.5713155221419584e-09,1.5943136020268867e-05,5.985582845369208e-06,4.156473876193445e-08,8.542075491391186e-09,5.425127014291319e-09,3.319922114997098e-11,6.163536347969512e-10,3.6781786505457595e-09,1.4403421566555608e-08,6.669287611060781e-08,2.0629061303623078e-07,2.86162009111024e-06,7.011913911725288e-07,4.958151222922424e-09,7.205089858075553e-10,0.0003551233506868812,7.225979800651315e-05,0.0,0.0
